File,lapneg_gavg,lappos_gavg,sobelh_gavg,sobelv_gavg,Variance,Crofton Perimeter,Number of Corners,Average Corner Strength,Sobel V Color Avg,Sobel V Gray Avg,Sobel H Color Avg,sobelv_gmax50,sobelh_gmax50,sobelh_gmax10,lapneg_gmax50,Class
030FD_018825.jpg,2.950107422,216.0737435,1.364088542,1.276614583,0.460532904,0.190618797,5934.777139,0.36159353,1.40781467,61.03365451,30.01590495,2.545372596,2.626400273,5.090169271,5.106055901,0
030FD_022700.jpg,2.843714193,235.9527702,1.317373047,1.201715495,0.441586193,0.174874831,4155.722032,0.237708754,1.371983507,61.59175673,41.68282335,2.010390625,1.955039063,7.25,3.477403846,0
030FD_039325.jpg,2.958815104,236.8077669,1.104339193,1.509863281,0.409863379,0.135054989,4617.806058,0.265045853,1.179511719,84.24073893,38.92077908,1.969817708,2.00953125,5.679036458,3.918645833,0
046TE_055400.jpg,1.535022786,237.2790951,0.755839844,1.300136719,0.510614541,0.112804192,2052.892043,0.099716505,0.845184462,61.50020182,49.70499783,2.217630208,1.381263021,3.788085938,1.957773438,0
030FD_002250.jpg,4.383164063,234.4694303,1.685979818,1.975644531,0.423894794,0.145465118,9191.995429,0.961407354,1.721203342,71.35339193,40.86629015,3.49048913,3.073017068,8.251953125,6.664922481,0
030FD_067350.jpg,4.112630208,228.9028483,1.906848958,1.946901042,0.502087783,0.171702036,8835.223577,0.609544171,1.914051649,71.2162793,46.23877279,2.726692708,2.694322917,9.254882813,5.028476563,0
030FD_069225.jpg,3.164889323,253.5154167,1.290384115,1.538932292,0.353544474,0.112804192,6292.307543,0.47068669,1.316832682,72.40658095,49.79220052,2.480039063,2.096497396,6.623046875,4.175351563,0
030FD_071700.jpg,2.722571615,252.4762207,1.038919271,1.025846354,0.425107566,0.112804192,4134.482602,0.385452498,1.052730035,64.84934462,50.76891819,2.014713542,1.521002604,4.155924479,3.923242188,0
030FD_001275.jpg,3.593636068,234.9668424,1.456650391,1.940602214,0.412437374,0.146180641,7853.152793,0.628796493,1.479309896,77.82590712,42.64317166,3.293971354,2.182070313,6.815429688,5.136471354,0
046TE_056325.jpg,1.632646484,250.0160319,1.009720052,1.392639974,0.290104953,0.112804192,2647.722506,0.122569663,0.995657552,73.06436415,45.26803168,2.204826389,1.539323899,4.171875,2.042046895,0
046TE_070425.jpg,1.338375651,201.4292741,0.726155599,0.826630859,0.587011304,0.112804192,1984.116746,0.098944431,0.800766059,39.69049371,37.71476454,1.10623706,1.545781573,3.761067708,1.753945313,0
030FD_066175.jpg,3.037438151,236.1461882,1.514697266,1.401422526,0.478349861,0.185207772,4924.766391,0.264823791,1.566303168,69.37820204,42.70181858,1.975664063,2.065290881,6.841471354,3.62813147,0
030FD_074175.jpg,2.43242513,248.3172363,0.730416667,0.914111328,0.168265968,0.112804192,2397.400654,0.109271287,0.84163737,70.3109451,38.02642253,1.503568989,1.083072917,3.7734375,2.960442708,0
030FD_016000.jpg,2.636337891,224.8504785,0.957239583,1.470315755,0.454227138,0.230740803,4163.054692,0.273500821,0.997697483,79.76591037,34.0358865,2.046484375,1.547096354,5.413085938,3.275364583,0
030FD_039250.jpg,3.237083333,247.0028451,1.205758464,1.464371745,0.425584702,0.115463006,4813.385809,0.243625216,1.281417101,78.00820638,42.58186415,2.066972077,2.025091146,5.895182292,3.899166667,0
030FD_043600.jpg,2.906575521,202.9757454,1.037470703,1.739560547,0.685963355,0.283613888,5090.130524,0.276104904,1.140309245,73.50696615,39.24951714,2.916843629,1.547317708,6.104166667,3.927057292,0
